No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,waktu,musim
1649,2013,5,8,16,167.0,179.0,55.0,55.0,1700.0,129.0,21.6,1006.7,14.7,0.0,SW,1.7,Guanyuan,Malam,Semi
1650,2013,5,8,17,119.0,108.0,38.0,46.0,1100.0,117.0,21.3,1006.7,14.5,0.0,SW,2.2,Guanyuan,Malam,Semi
1651,2013,5,8,18,112.0,138.0,37.0,64.0,1300.0,100.0,21.0,1006.6,13.9,0.0,WSW,1.1,Guanyuan,Malam,Semi
1652,2013,5,8,19,140.0,138.0,34.0,69.0,1200.0,91.0,20.8,1007.1,12.0,0.0,SSW,2.0,Guanyuan,Malam,Semi
1653,2013,5,8,20,112.0,34.0,28.0,59.0,900.0,93.0,20.0,1007.9,11.7,0.0,SW,4.7,Guanyuan,Malam,Semi
1654,2013,5,8,21,112.0,29.0,28.0,59.0,900.0,93.0,18.6,1007.8,10.9,0.0,SW,2.9,Guanyuan,Malam,Semi
1655,2013,5,8,22,50.0,50.0,13.0,34.0,500.0,94.0,18.1,1007.9,10.7,0.0,SW,2.6,Guanyuan,Malam,Semi
1656,2013,5,8,23,38.0,109.02330301717916,12.0,35.0,500.0,78.0,17.6,1007.1,11.4,0.0,SW,2.7,Guanyuan,Malam,Semi
1657,2013,5,9,0,29.0,52.0,14.0,34.0,500.0,66.0,17.4,1006.5,12.1,0.0,SW,1.1,Guanyuan,Malam,Semi
1658,2013,5,9,1,34.0,48.0,14.0,36.0,500.0,59.0,17.3,1005.9,12.0,0.0,SSW,0.9,Guanyuan,Malam,Semi
1659,2013,5,9,2,33.0,38.0,14.0,44.0,500.0,45.0,17.2,1005.5,11.7,0.0,S,0.9,Guanyuan,Malam,Semi
1660,2013,5,9,3,54.0,38.0,15.0,58.0,1271.294377232746,55.79504428314302,17.7,1005.6,10.8,0.0,SSW,1.1,Guanyuan,Malam,Semi
1661,2013,5,9,4,53.0,30.0,17.0,58.0,400.0,27.0,17.7,1005.5,10.8,0.0,SSW,1.4,Guanyuan,Pagi,Semi
1662,2013,5,9,5,36.0,50.0,16.0,48.0,500.0,33.0,17.6,1005.4,11.2,0.0,SSW,1.1,Guanyuan,Pagi,Semi
1663,2013,5,9,6,72.0,50.0,17.0,52.0,500.0,28.0,17.9,1005.5,10.5,0.0,SSW,0.9,Guanyuan,Pagi,Semi
1664,2013,5,9,7,72.0,61.0,17.0,52.0,500.0,28.0,18.3,1005.5,11.8,0.0,SE,1.1,Guanyuan,Pagi,Semi
1665,2013,5,9,8,59.0,60.0,22.0,49.0,600.0,36.0,18.1,1005.9,12.3,0.0,ESE,1.6,Guanyuan,Pagi,Semi
1666,2013,5,9,9,66.0,81.0,19.0,56.0,600.0,25.0,18.5,1005.6,11.8,0.0,SE,2.4,Guanyuan,Pagi,Semi
1667,2013,5,9,10,63.0,17.0,19.0,47.0,500.0,41.0,18.5,1005.6,11.6,0.0,SSW,0.8,Guanyuan,Siang,Semi
1668,2013,5,9,11,35.0,22.0,13.0,42.0,400.0,59.0,18.1,1004.8,11.9,0.0,SSE,0.9,Guanyuan,Siang,Semi
1669,2013,5,9,12,10.0,22.0,16.0,43.0,400.0,61.0,18.9,1004.1,12.9,0.0,S,0.9,Guanyuan,Siang,Semi
1670,2013,5,9,13,36.0,51.0,14.0,41.0,400.0,65.0,19.8,1003.0,12.8,0.0,SSE,1.4,Guanyuan,Siang,Semi
1671,2013,5,9,14,36.0,48.0,13.0,30.0,300.0,78.0,19.2,1002.4,12.2,0.0,S,0.5,Guanyuan,Siang,Semi
1672,2013,5,9,15,25.0,35.0,14.0,23.0,300.0,92.0,18.9,1002.0,12.9,0.0,S,0.9,Guanyuan,Siang,Semi
1673,2013,5,9,16,25.0,35.0,14.0,23.0,300.0,92.0,18.8,1001.8,13.4,0.0,WSW,1.0,Guanyuan,Malam,Semi
1674,2013,5,9,17,38.0,58.0,11.0,32.0,400.0,92.0,19.4,1001.8,12.4,0.0,SW,1.2,Guanyuan,Malam,Semi
1675,2013,5,9,18,42.0,52.0,10.0,41.0,1271.294377232746,92.0,18.2,1002.1,13.5,0.0,SW,0.8,Guanyuan,Malam,Semi
1676,2013,5,9,19,46.0,51.0,9.0,52.0,500.0,66.0,16.7,1002.4,12.6,0.0,SW,1.3,Guanyuan,Malam,Semi
1677,2013,5,9,20,52.0,63.0,8.0,58.0,500.0,56.0,17.3,1002.8,12.4,0.0,SW,1.5,Guanyuan,Malam,Semi
1678,2013,5,9,21,60.0,65.0,8.0,57.0,600.0,56.0,15.9,1002.7,12.3,0.0,WSW,1.5,Guanyuan,Malam,Semi
1679,2013,5,9,22,49.0,61.0,6.0,72.0,600.0,29.0,14.4,1002.3,11.9,0.0,WSW,0.8,Guanyuan,Malam,Semi
1680,2013,5,9,23,71.0,61.0,7.0,63.0,500.0,39.0,12.7,1001.6,11.4,0.0,E,0.2,Guanyuan,Malam,Semi
1681,2013,5,10,0,50.0,61.0,5.0,81.0,600.0,9.0,11.8,1000.9,11.0,0.0,S,0.0,Guanyuan,Malam,Semi
1682,2013,5,10,1,89.0,94.0,5.0,90.0,600.0,2.0,11.2,999.8,10.7,0.0,E,0.6,Guanyuan,Malam,Semi
1683,2013,5,10,2,106.0,128.0,5.0,88.0,700.0,2.0,11.6,999.0,11.3,0.0,ESE,0.6,Guanyuan,Malam,Semi
1684,2013,5,10,3,85.0,104.0,4.0,81.0,600.0,2.0,10.2,998.4,9.7,0.0,ENE,0.0,Guanyuan,Malam,Semi
1685,2013,5,10,4,106.0,105.0,4.0,77.0,700.0,2.0,9.5,997.9,9.2,0.0,WSW,0.7,Guanyuan,Pagi,Semi
1686,2013,5,10,5,80.0,95.0,4.0,76.0,800.0,2.0,9.6,998.0,9.5,0.0,ENE,0.0,Guanyuan,Pagi,Semi
1687,2013,5,10,6,101.0,115.0,4.0,72.0,900.0,2.0,12.8,997.8,12.8,0.0,NNE,1.0,Guanyuan,Pagi,Semi
1688,2013,5,10,7,78.0,87.0,9.0,83.0,1200.0,2.0,17.5,998.0,6.1,0.0,NNW,3.6,Guanyuan,Pagi,Semi
1689,2013,5,10,8,81.0,88.0,16.0,87.0,1000.0,9.0,23.7,997.7,0.1,0.0,NW,3.6,Guanyuan,Pagi,Semi
1690,2013,5,10,9,42.0,42.0,6.0,46.0,400.0,46.0,25.0,997.9,1.1,0.0,NNE,2.4,Guanyuan,Pagi,Semi
1691,2013,5,10,10,25.0,104.0,4.0,19.0,200.0,75.0,26.3,997.1,0.8,0.0,NNW,4.4,Guanyuan,Siang,Semi
1692,2013,5,10,11,31.0,85.0,4.0,17.0,200.0,81.0,27.3,996.5,0.9,0.0,WNW,4.7,Guanyuan,Siang,Semi
1693,2013,5,10,12,18.0,44.0,3.0,17.0,100.0,86.0,28.5,995.9,1.1,0.0,WNW,4.7,Guanyuan,Siang,Semi
1694,2013,5,10,13,18.0,8.0,3.0,15.0,100.0,93.0,29.3,995.2,0.0,0.0,NNW,4.3,Guanyuan,Siang,Semi
1695,2013,5,10,14,13.0,43.0,3.0,16.0,100.0,95.0,30.1,994.1,1.5,0.0,NNW,3.6,Guanyuan,Siang,Semi
1696,2013,5,10,15,6.0,44.0,3.0,17.0,100.0,99.0,31.0,993.4,-0.7,0.0,NNW,3.3,Guanyuan,Siang,Semi
1697,2013,5,10,16,17.0,46.0,3.0,19.0,100.0,99.0,30.5,992.8,-1.0,0.0,W,3.4,Guanyuan,Malam,Semi
1698,2013,5,10,17,14.0,41.0,3.0,19.0,100.0,97.0,30.3,992.6,-1.2,0.0,WNW,2.3,Guanyuan,Malam,Semi
1699,2013,5,10,18,12.0,44.0,3.0,25.0,100.0,90.0,26.6,993.0,3.8,0.0,SW,3.2,Guanyuan,Malam,Semi
1700,2013,5,10,19,24.0,169.0,7.0,28.0,200.0,114.0,25.4,993.6,4.5,0.0,WSW,3.3,Guanyuan,Malam,Semi
1701,2013,5,10,20,38.0,145.0,19.0,31.0,300.0,117.0,23.8,994.2,5.6,0.0,WSW,1.3,Guanyuan,Malam,Semi
1702,2013,5,10,21,46.0,117.0,24.0,53.0,300.0,82.0,23.5,994.3,5.4,0.0,SW,3.5,Guanyuan,Malam,Semi
1703,2013,5,10,22,41.0,123.0,24.0,56.0,400.0,72.0,21.2,994.0,6.3,0.0,SSW,1.0,Guanyuan,Malam,Semi
1704,2013,5,10,23,51.0,139.0,27.0,62.0,400.0,59.0,16.5,993.9,8.9,0.0,W,0.4,Guanyuan,Malam,Semi
1705,2013,5,11,0,59.0,136.0,27.0,70.0,400.0,38.0,14.3,993.1,8.9,0.0,NW,0.8,Guanyuan,Malam,Semi
1706,2013,5,11,1,54.0,114.0,22.0,92.0,500.0,8.0,12.9,992.0,7.6,0.0,NW,0.6,Guanyuan,Malam,Semi
1707,2013,5,11,2,48.0,97.0,16.0,87.0,400.0,6.0,11.9,991.6,8.4,0.0,W,0.4,Guanyuan,Malam,Semi
1708,2013,5,11,3,42.0,95.0,15.0,84.0,400.0,3.0,11.6,991.0,9.2,0.0,ESE,0.7,Guanyuan,Malam,Semi
1709,2013,5,11,4,43.0,102.0,15.0,86.0,400.0,2.0,11.3,990.6,9.2,0.0,WSW,0.4,Guanyuan,Pagi,Semi
1710,2013,5,11,5,47.0,119.0,12.0,82.0,500.0,2.0,11.4,990.4,9.3,0.0,W,0.6,Guanyuan,Pagi,Semi
1711,2013,5,11,6,52.0,134.0,10.0,76.0,500.0,2.0,15.2,990.1,7.0,0.0,NE,1.3,Guanyuan,Pagi,Semi
1712,2013,5,11,7,58.0,165.0,15.0,80.0,800.0,3.0,19.4,990.0,6.5,0.0,NE,1.2,Guanyuan,Pagi,Semi
1713,2013,5,11,8,60.0,118.0,15.0,92.0,900.0,6.0,23.2,989.4,4.7,0.0,NNE,0.8,Guanyuan,Pagi,Semi
1714,2013,5,11,9,62.0,124.0,14.0,83.0,700.0,21.0,27.1,989.1,5.9,0.0,NNW,1.1,Guanyuan,Pagi,Semi
1715,2013,5,11,10,63.0,125.0,15.0,84.0,1271.294377232746,37.485,30.1,989.0,1.5,0.0,WNW,3.7,Guanyuan,Siang,Semi
1716,2013,5,11,11,53.0,53.0,10.0,52.0,400.0,62.0,31.2,988.8,-0.5,0.0,NW,3.0,Guanyuan,Siang,Semi
1717,2013,5,11,12,53.0,276.0,5.0,25.0,100.0,86.0,32.1,988.3,0.2,0.0,WNW,3.8,Guanyuan,Siang,Semi
1718,2013,5,11,13,41.0,113.0,6.0,37.0,100.0,91.0,32.8,988.1,-2.8,0.0,N,3.7,Guanyuan,Siang,Semi
1719,2013,5,11,14,51.0,114.0,5.0,58.0,200.0,97.0,32.7,988.0,-1.6,0.0,WNW,3.9,Guanyuan,Siang,Semi
1720,2013,5,11,15,82.0,215.0,4.0,87.0,200.0,99.0,33.0,988.0,-1.4,0.0,NW,3.4,Guanyuan,Siang,Semi
1721,2013,5,11,16,82.0,215.0,4.0,87.0,1271.294377232746,4.0698,32.7,988.0,-1.6,0.0,N,2.0,Guanyuan,Malam,Semi
1722,2013,5,11,17,82.93337203901532,109.02330301717916,13.4232,57.901642517076006,1271.294377232746,4.284,31.9,988.1,-2.2,0.0,NNW,4.0,Guanyuan,Malam,Semi
1723,2013,5,11,18,82.93337203901532,109.02330301717916,13.1376,57.901642517076006,1271.294377232746,4.284,30.1,989.0,-2.4,0.0,WNW,2.3,Guanyuan,Malam,Semi
1724,2013,5,11,19,82.93337203901532,109.02330301717916,14.28,57.901642517076006,1271.294377232746,4.7124,25.1,990.2,1.2,0.0,NE,1.2,Guanyuan,Malam,Semi
1725,2013,5,11,20,82.93337203901532,109.02330301717916,13.4232,57.901642517076006,1271.294377232746,4.7124,21.1,991.2,4.6,0.0,NE,0.0,Guanyuan,Malam,Semi
1726,2013,5,11,21,82.93337203901532,109.02330301717916,13.1376,57.901642517076006,1271.294377232746,4.9266,17.8,992.3,2.9,0.0,ENE,0.1,Guanyuan,Malam,Semi
1727,2013,5,11,22,82.93337203901532,109.02330301717916,13.4232,57.901642517076006,1271.294377232746,5.1408,18.4,992.1,-0.5,0.0,NNE,1.1,Guanyuan,Malam,Semi
1728,2013,5,11,23,82.93337203901532,109.02330301717916,15.1368,57.901642517076006,1271.294377232746,5.355,19.8,992.4,-0.8,0.0,NE,0.8,Guanyuan,Malam,Semi
1729,2013,5,12,0,82.93337203901532,109.02330301717916,15.708,57.901642517076006,1271.294377232746,5.7834,16.5,992.5,2.5,0.0,ENE,0.0,Guanyuan,Malam,Semi
1730,2013,5,12,1,82.93337203901532,109.02330301717916,15.1368,57.901642517076006,1271.294377232746,5.5692,14.5,992.8,5.0,0.0,WSW,0.2,Guanyuan,Malam,Semi
1731,2013,5,12,2,82.93337203901532,109.02330301717916,16.2792,57.901642517076006,1271.294377232746,5.7834,12.7,993.1,5.6,0.0,NE,0.1,Guanyuan,Malam,Semi
1732,2013,5,12,3,82.93337203901532,109.02330301717916,17.136,57.901642517076006,1271.294377232746,6.2118,14.4,993.3,1.6,0.0,NE,1.4,Guanyuan,Malam,Semi
1733,2013,5,12,4,82.93337203901532,109.02330301717916,18.564,57.901642517076006,1271.294377232746,6.6402,15.4,993.4,1.1,0.0,ENE,1.2,Guanyuan,Pagi,Semi
1734,2013,5,12,5,82.93337203901532,109.02330301717916,17.9928,57.901642517076006,1271.294377232746,6.426,15.3,994.0,1.4,0.0,E,1.0,Guanyuan,Pagi,Semi
1735,2013,5,12,6,82.93337203901532,109.02330301717916,16.8504,57.901642517076006,1271.294377232746,6.426,17.5,994.7,2.6,0.0,NE,0.7,Guanyuan,Pagi,Semi
1736,2013,5,12,7,82.93337203901532,109.02330301717916,16.8504,57.901642517076006,1271.294377232746,6.2118,19.4,995.4,2.3,0.0,NE,1.1,Guanyuan,Pagi,Semi
1737,2013,5,12,8,82.93337203901532,109.02330301717916,17.4216,57.901642517076006,1271.294377232746,6.426,21.9,995.1,3.5,0.0,S,1.0,Guanyuan,Pagi,Semi
1738,2013,5,12,9,82.93337203901532,109.02330301717916,16.5648,57.901642517076006,1271.294377232746,6.2118,24.5,995.4,-2.2,0.0,ENE,1.8,Guanyuan,Pagi,Semi
1739,2013,5,12,10,82.93337203901532,109.02330301717916,16.5648,57.901642517076006,1271.294377232746,6.426,26.1,995.7,-1.7,0.0,NE,2.3,Guanyuan,Siang,Semi
1740,2013,5,12,11,82.93337203901532,109.02330301717916,16.5648,57.901642517076006,1271.294377232746,6.426,27.3,994.8,-3.6,0.0,NE,1.9,Guanyuan,Siang,Semi
1741,2013,5,12,12,82.93337203901532,109.02330301717916,15.9936,57.901642517076006,1271.294377232746,6.2118,28.4,994.1,-1.7,0.0,NNE,0.9,Guanyuan,Siang,Semi
1742,2013,5,12,13,82.93337203901532,109.02330301717916,15.708,57.901642517076006,1271.294377232746,6.2118,29.3,993.9,0.0,0.0,SE,2.2,Guanyuan,Siang,Semi
1743,2013,5,12,14,82.93337203901532,109.02330301717916,15.4224,57.901642517076006,1271.294377232746,5.9976,29.2,993.6,-0.1,0.0,SW,3.4,Guanyuan,Siang,Semi
1744,2013,5,12,15,82.93337203901532,109.02330301717916,14.28,57.901642517076006,1271.294377232746,5.9976,30.0,993.4,3.1,0.0,SSW,1.9,Guanyuan,Siang,Semi
1745,2013,5,12,16,82.93337203901532,109.02330301717916,16.5648,57.901642517076006,1271.294377232746,5.9976,28.3,993.3,0.9,0.0,SSW,1.1,Guanyuan,Malam,Semi
1746,2013,5,12,17,82.93337203901532,109.02330301717916,16.2792,57.901642517076006,1271.294377232746,5.9976,27.6,993.5,-1.4,0.0,SSE,3.2,Guanyuan,Malam,Semi
1747,2013,5,12,18,82.93337203901532,109.02330301717916,16.2792,57.901642517076006,1271.294377232746,6.2118,26.3,993.9,-0.7,0.0,SE,1.8,Guanyuan,Malam,Semi
1748,2013,5,12,19,82.93337203901532,109.02330301717916,15.4224,57.901642517076006,1271.294377232746,5.9976,25.2,995.2,3.2,0.0,S,1.1,Guanyuan,Malam,Semi
1749,2013,5,12,20,82.93337203901532,109.02330301717916,12.2808,57.901642517076006,1271.294377232746,6.2118,23.9,996.1,3.2,0.0,SW,1.8,Guanyuan,Malam,Semi
1750,2013,5,12,21,82.93337203901532,109.02330301717916,13.7088,57.901642517076006,1271.294377232746,6.2118,22.5,996.6,3.6,0.0,WSW,0.9,Guanyuan,Malam,Semi
1751,2013,5,12,22,82.93337203901532,109.02330301717916,14.5656,57.901642517076006,1271.294377232746,6.2118,18.3,997.0,5.8,0.0,SSW,0.5,Guanyuan,Malam,Semi
1752,2013,5,12,23,82.93337203901532,109.02330301717916,14.28,57.901642517076006,1271.294377232746,6.426,19.1,997.0,2.9,0.0,SSE,1.7,Guanyuan,Malam,Semi
1753,2013,5,13,0,82.93337203901532,109.02330301717916,15.1368,57.901642517076006,1271.294377232746,6.426,20.1,997.3,-0.6,0.0,SSE,2.2,Guanyuan,Malam,Semi
1754,2013,5,13,1,82.93337203901532,109.02330301717916,16.5648,57.901642517076006,1271.294377232746,6.6402,17.4,997.5,5.7,0.0,SW,0.8,Guanyuan,Malam,Semi
1755,2013,5,13,2,82.93337203901532,109.02330301717916,16.5648,57.901642517076006,1271.294377232746,7.0686,16.2,997.0,6.9,0.0,E,0.7,Guanyuan,Malam,Semi
1756,2013,5,13,3,82.93337203901532,109.02330301717916,16.8504,57.901642517076006,1271.294377232746,7.2828,14.9,997.3,7.4,0.0,NE,1.3,Guanyuan,Malam,Semi
1757,2013,5,13,4,82.93337203901532,109.02330301717916,15.708,57.901642517076006,1271.294377232746,7.0686,15.3,997.0,4.9,0.0,NE,1.0,Guanyuan,Pagi,Semi
1758,2013,5,13,5,82.93337203901532,109.02330301717916,16.8504,57.901642517076006,1271.294377232746,7.7112,14.9,997.9,6.2,0.0,E,0.7,Guanyuan,Pagi,Semi
1759,2013,5,13,6,82.93337203901532,109.02330301717916,18.564,57.901642517076006,1271.294377232746,8.1396,17.7,998.7,5.0,0.0,NNE,0.8,Guanyuan,Pagi,Semi
1760,2013,5,13,7,82.93337203901532,109.02330301717916,17.9928,57.901642517076006,1271.294377232746,8.568,19.8,999.2,3.9,0.0,N,1.8,Guanyuan,Pagi,Semi
1761,2013,5,13,8,82.93337203901532,109.02330301717916,19.7064,57.901642517076006,1271.294377232746,8.7822,21.3,998.8,4.4,0.0,N,1.3,Guanyuan,Pagi,Semi
1762,2013,5,13,9,82.93337203901532,109.02330301717916,17.59094149754264,57.901642517076006,1271.294377232746,55.79504428314302,22.7,998.4,4.7,0.0,NNE,1.4,Guanyuan,Pagi,Semi
1763,2013,5,13,10,82.93337203901532,109.02330301717916,17.59094149754264,57.901642517076006,1271.294377232746,55.79504428314302,23.3,998.3,2.7,0.0,NNE,1.7,Guanyuan,Siang,Semi
1764,2013,5,13,11,44.0,404.0,70.0,69.0,1000.0,87.0,24.2,997.3,5.0,0.0,ESE,1.8,Guanyuan,Siang,Semi
1765,2013,5,13,12,69.0,190.0,69.0,75.0,900.0,94.0,25.8,996.4,5.9,0.0,E,1.7,Guanyuan,Siang,Semi
1766,2013,5,13,13,69.0,190.0,69.0,74.0,900.0,94.0,26.9,995.5,4.0,0.0,WSW,1.7,Guanyuan,Siang,Semi
1767,2013,5,13,14,66.0,141.0,58.0,57.0,500.0,142.0,27.5,995.0,6.8,0.0,S,1.8,Guanyuan,Siang,Semi
1768,2013,5,13,15,76.0,157.0,60.0,69.0,600.0,147.0,26.9,994.3,7.4,0.0,SW,3.1,Guanyuan,Siang,Semi
1769,2013,5,13,16,92.0,195.0,75.0,67.0,800.0,162.0,26.1,993.8,7.6,0.0,SW,2.0,Guanyuan,Malam,Semi
1770,2013,5,13,17,91.0,195.0,74.0,66.0,800.0,162.0,25.1,994.4,7.7,0.0,SSW,2.2,Guanyuan,Malam,Semi
1771,2013,5,13,18,98.0,198.0,86.0,70.0,1100.0,178.0,23.9,994.4,8.7,0.0,SSW,1.4,Guanyuan,Malam,Semi
1772,2013,5,13,19,96.0,219.0,83.0,67.0,1000.0,168.0,22.1,995.2,10.6,0.0,SW,1.3,Guanyuan,Malam,Semi
1773,2013,5,13,20,107.0,220.0,77.0,62.0,1300.0,157.0,19.4,996.6,12.4,0.0,SE,0.5,Guanyuan,Malam,Semi
1774,2013,5,13,21,117.0,230.0,69.0,96.0,1300.0,96.0,18.9,996.8,10.7,0.0,ENE,0.7,Guanyuan,Malam,Semi
1775,2013,5,13,22,117.0,230.0,69.0,96.0,1300.0,96.0,18.5,997.3,10.1,0.0,ENE,0.9,Guanyuan,Malam,Semi
1776,2013,5,13,23,110.0,211.0,52.0,154.0,1500.0,14.0,17.8,998.6,10.4,0.0,WSW,0.5,Guanyuan,Malam,Semi
1777,2013,5,14,0,120.0,201.0,44.0,158.0,1500.0,6.0,16.9,999.5,12.4,0.0,NNW,0.5,Guanyuan,Malam,Semi
1778,2013,5,14,1,128.0,275.0,41.0,165.0,1700.0,3.0,16.0,999.4,11.8,0.0,NNE,1.2,Guanyuan,Malam,Semi
1779,2013,5,14,2,128.0,275.0,41.0,109.0,1700.0,3.0,17.0,999.7,7.6,0.0,N,1.1,Guanyuan,Malam,Semi
1780,2013,5,14,3,77.0,185.0,30.0,79.0,500.0,42.0,14.5,1000.1,6.6,0.0,W,0.6,Guanyuan,Malam,Semi
1781,2013,5,14,4,44.0,98.0,12.0,50.0,1271.294377232746,58.0,15.0,1000.6,4.9,0.0,N,1.2,Guanyuan,Pagi,Semi
1782,2013,5,14,5,19.0,70.0,6.0,36.0,1271.294377232746,67.0,16.3,1001.0,4.3,0.0,N,1.2,Guanyuan,Pagi,Semi
1783,2013,5,14,6,12.0,72.0,13.0,43.0,1271.294377232746,61.0,19.8,1002.0,0.7,0.0,NE,4.2,Guanyuan,Pagi,Semi
1784,2013,5,14,7,12.0,72.0,13.0,43.0,1271.294377232746,61.0,22.4,1002.9,1.9,0.0,NE,3.6,Guanyuan,Pagi,Semi
1785,2013,5,14,8,12.0,72.0,13.0,43.0,1271.294377232746,61.0,24.1,1003.3,2.3,0.0,N,3.9,Guanyuan,Pagi,Semi
1786,2013,5,14,9,30.0,218.0,15.0,34.0,1271.294377232746,70.0,25.1,1003.7,3.1,0.0,N,3.6,Guanyuan,Pagi,Semi
1787,2013,5,14,10,26.0,139.0,13.0,29.0,1271.294377232746,70.0,26.3,1003.8,4.1,0.0,N,3.9,Guanyuan,Siang,Semi
1788,2013,5,14,11,18.0,120.0,11.0,27.0,1271.294377232746,90.0,27.5,1003.3,3.9,0.0,NNW,3.3,Guanyuan,Siang,Semi
1789,2013,5,14,12,25.0,113.0,8.0,27.0,1271.294377232746,101.0,29.0,1002.8,3.8,0.0,N,2.3,Guanyuan,Siang,Semi
1790,2013,5,14,13,18.0,82.0,8.0,23.0,1271.294377232746,116.0,30.1,1002.2,4.7,0.0,SE,0.7,Guanyuan,Siang,Semi
1791,2013,5,14,14,26.0,74.0,5.0,20.0,1271.294377232746,133.0,30.0,1001.7,4.6,0.0,ESE,2.2,Guanyuan,Siang,Semi
1792,2013,5,14,15,26.0,66.0,4.0,20.0,1271.294377232746,145.0,31.0,1001.9,5.4,0.0,SSW,1.0,Guanyuan,Siang,Semi
1793,2013,5,14,16,23.0,59.0,5.0,20.0,1271.294377232746,154.0,30.7,1001.6,2.8,0.0,ESE,1.2,Guanyuan,Malam,Semi
1794,2013,5,14,17,20.0,62.0,4.0,25.0,1271.294377232746,153.0,29.7,1001.4,5.0,0.0,SSE,1.7,Guanyuan,Malam,Semi
1795,2013,5,14,18,24.0,64.0,4.0,35.0,1271.294377232746,152.0,27.5,1002.8,5.7,0.0,SW,2.5,Guanyuan,Malam,Semi
1796,2013,5,14,19,31.0,88.0,5.0,50.0,1271.294377232746,136.0,25.5,1004.1,7.1,0.0,SW,1.6,Guanyuan,Malam,Semi
1797,2013,5,14,20,36.0,103.0,6.0,60.0,1271.294377232746,128.0,21.3,1004.9,10.5,0.0,SSW,0.6,Guanyuan,Malam,Semi
1798,2013,5,14,21,34.0,104.0,8.0,66.0,1271.294377232746,119.0,19.5,1005.3,12.0,0.0,W,0.9,Guanyuan,Malam,Semi
1799,2013,5,14,22,42.0,107.0,11.0,104.0,1271.294377232746,66.0,18.3,1006.0,11.1,0.0,W,0.0,Guanyuan,Malam,Semi
1800,2013,5,14,23,41.0,109.0,12.0,122.0,1271.294377232746,31.0,19.4,1006.9,7.5,0.0,NE,1.0,Guanyuan,Malam,Semi
1801,2013,5,15,0,49.0,139.0,14.0,143.0,1271.294377232746,10.0,17.9,1007.8,9.3,0.0,NE,0.7,Guanyuan,Malam,Semi
1802,2013,5,15,1,51.0,144.0,13.0,142.0,100.0,4.0,16.9,1008.3,8.1,0.0,NE,0.5,Guanyuan,Malam,Semi
1803,2013,5,15,2,45.0,107.0,12.0,119.0,1271.294377232746,13.0,16.0,1008.8,7.2,0.0,NNE,0.4,Guanyuan,Malam,Semi
1804,2013,5,15,3,20.0,45.0,7.0,61.0,1271.294377232746,52.0,15.9,1009.5,7.1,0.0,NE,0.7,Guanyuan,Malam,Semi
1805,2013,5,15,4,18.0,61.0,12.0,72.0,1271.294377232746,38.0,15.4,1010.4,8.2,0.0,NE,0.8,Guanyuan,Pagi,Semi
1806,2013,5,15,5,71.0,201.0,85.0,109.0,1700.0,13.0,15.9,1011.0,9.8,0.0,NE,0.9,Guanyuan,Pagi,Semi
1807,2013,5,15,6,91.0,214.0,136.0,103.0,2299.0,20.0,19.0,1012.0,7.4,0.0,ENE,0.6,Guanyuan,Pagi,Semi
1808,2013,5,15,7,100.0,242.0,155.0,102.0,2600.0,35.0,21.2,1013.0,8.1,0.0,SSE,0.9,Guanyuan,Pagi,Semi
1809,2013,5,15,8,68.0,178.0,110.0,80.0,1700.0,62.0,22.5,1013.1,7.8,0.0,SSW,0.6,Guanyuan,Pagi,Semi
1810,2013,5,15,9,48.0,137.0,71.0,56.0,900.0,83.0,23.2,1012.8,7.7,0.0,W,1.2,Guanyuan,Pagi,Semi
1811,2013,5,15,10,51.0,122.0,60.0,50.0,700.0,97.0,25.1,1012.1,9.4,0.0,ESE,1.1,Guanyuan,Siang,Semi
1812,2013,5,15,11,57.0,157.0,70.0,51.0,900.0,118.0,26.2,1011.3,7.2,0.0,S,1.4,Guanyuan,Siang,Semi
1813,2013,5,15,12,72.0,158.0,80.0,48.0,1000.0,152.0,26.8,1010.4,6.8,0.0,NNW,0.8,Guanyuan,Siang,Semi
1814,2013,5,15,13,65.0,136.0,66.0,43.0,800.0,168.0,28.0,1009.8,5.5,0.0,SW,1.1,Guanyuan,Siang,Semi
1815,2013,5,15,14,61.0,138.0,58.0,32.0,600.0,222.0,27.0,1009.3,8.4,0.0,S,2.1,Guanyuan,Siang,Semi
1816,2013,5,15,15,61.0,184.0,36.0,28.0,600.0,222.0,26.9,1008.8,8.8,0.0,SSW,1.7,Guanyuan,Siang,Semi
1817,2013,5,15,16,55.0,123.0,29.0,29.0,800.0,210.0,26.7,1008.6,8.2,0.0,SW,3.7,Guanyuan,Malam,Semi
1818,2013,5,15,17,43.0,123.0,22.0,32.0,700.0,195.0,25.9,1008.8,9.7,0.0,SW,3.1,Guanyuan,Malam,Semi
1819,2013,5,15,18,45.0,158.0,27.0,36.0,800.0,204.0,24.6,1009.3,9.3,0.0,SW,2.3,Guanyuan,Malam,Semi
1820,2013,5,15,19,52.0,167.0,29.0,42.0,1000.0,202.0,23.7,1009.7,8.9,0.0,SSW,2.1,Guanyuan,Malam,Semi
1821,2013,5,15,20,47.0,139.0,24.0,40.0,900.0,177.0,22.5,1010.4,8.6,0.0,SSW,2.6,Guanyuan,Malam,Semi
